"id","name","dept","h_index","i10index","min_year","max_year","t_publication","t_pubs_citations","highest_citations","mean_of_IF","mean_of_co_authors","num_nsf","t_deflated_nsf","num_nih","t_deflated_nih","Y05yr","KTotal","KDirect","KMediated","Chi","BetCentrality","PRCentrality","XDIndicator","SchoolRank","first_xd_year","xd_dept"
"15XbAJIAAAAJ","BRIAN P RAILING ","CS",4,2,2008,2015,9,83,35,0.536,3.333,0,0,0,0,2005,37,1,36,0.0625,0,0.000100331846216153,"CS",1,NA,"CS"
"16posrQAAAAJ","LILI QIU ","CS",43,80,1998,2016,102,9389,1932,1.913,4.363,10,3872153,0,0,1995,629,15,614,0.159235668789809,9140.07384025877,0.000343779327199435,"CS",9,NA,"CS"
"17FnXRkAAAAJ","CARY O HARDING ","BIO",33,61,1990,2016,94,2592,175,5.141,10.255,0,0,33,6065966,1990,317,1,316,0.0657370517928287,0,6.44841925460595e-05,"BIO",68,NA,"BIO"
"17H27fYAAAAJ","SARA C HOTCHKISS ","BIO",17,23,1990,2016,36,735,121,4.139,4.722,8,1359955,0,0,1990,82,3,79,0.0985915492957746,279.112438520033,0.000126760006300277,"BIO",18,NA,"BIO"
"19kNRU0AAAAJ","STEVE ZDANCEWIC ","CS",38,57,1999,2017,75,4519,283,0.641,3.213,0,0,0,0,1995,184,10,174,0.111111111111111,2336.61416583454,0.000254759241209706,"CS",19,NA,"CS"
"19KQ9w8AAAAJ","ANDREA I DOSEFF ","BIO",28,37,1991,2016,45,2318,484,5.714,6.4,2,3398862,8,1910446,1990,199,3,196,0.108974358974359,599.747551998144,0.000129758605053052,"BIO",42,NA,"BIO"
"19qSWk8AAAAJ","GUY KORTSARZ ","CS",35,81,1992,2016,132,3905,526,0.895,3.076,4,537765,0,0,1990,131,8,123,0.0303030303030303,458.326148190998,0.000202832004559586,"CS",34,NA,"CS"
"1a17o2YAAAAJ","DAVID JOSEPH SULLIVAN ","BIO",39,78,1965,2016,120,6498,686,6.153,7.642,0,0,0,0,1965,320,9,311,0.0747663551401869,6968.91559392121,0.000291083631925226,"BIO",5,NA,"BIO"
"1A9MXTkAAAAJ","DEANA L ERDNER ","BIO",19,24,1996,2016,30,1342,269,4.333,4.833,7,3228089,0,0,1995,90,3,87,0.188405797101449,3617.02283291707,0.000156605213749458,"BIO",30,NA,"BIO"
"1Aa3qxIAAAAJ","HAO CHEN ","CS",50,188,1982,2016,124,6119,963,2.114,5.161,12,4362261,22,10107902,1980,1031,37,994,0.452261306532663,91867.9210034987,0.000922119593900832,"XD",34,NA,"CS"
"1AHBOEcAAAAJ","CONOR J MCMENIMAN ","BIO",12,12,2006,2014,12,1466,496,15.986,7.917,0,0,0,0,2005,19,0,19,0.0392156862745098,0,0,"BIO",5,NA,"BIO"
"1aoOTPIAAAAJ","EDUARDO MIRANDA ","CS",9,9,1989,2012,16,206,54,1.339,1.313,2,2476985,0,0,1985,1,0,1,0,0,0,"CS",1,NA,"CS"
"1BZVKNkAAAAJ","ZEMER GITAI ","BIO",29,44,2003,2016,51,2825,338,10.288,4.98,1,468016,13,6532198,2000,156,6,150,0.0967741935483871,810.407222601919,0.000223854061548933,"BIO",9,NA,"BIO"
"1cn60e8AAAAJ","STEVEN C GRAMBOW ","BIO",30,50,1998,2016,69,3346,371,4.8,7.667,0,0,0,0,1995,78,1,77,0.163551401869159,0,7.13821162366968e-05,"XD",11,NA,"BIO"
"1CR0meYAAAAJ","XIAOHUI S XIE ","CS",42,68,2000,2016,82,18625,3660,9.644,13,2,1294764,3,619250,2000,940,18,922,0.896644295302013,10398.5698057094,0.000449813872517835,"XD",29,2004,"CS"
"1CtZnTMAAAAJ","MICHAEL T MARR ","BIO",19,24,1996,2016,31,3021,751,10.91,5.548,0,0,0,0,1995,262,7,255,0.279279279279279,4429.41640076264,0.000252482409636214,"BIO",55,NA,"BIO"
"1ddBSr8AAAAJ","DAVID DOTY ","CS",16,25,2003,2016,33,754,60,1.461,3.03,7,691705,0,0,2000,26,0,26,0.032258064516129,0,0,"CS",34,NA,"CS"
"1DpUSnsAAAAJ","PHILIPPE CLUZEL ","BIO",18,21,1994,2015,25,2996,1050,12.098,3.88,3,755834,5,1291408,1990,34,2,32,0.0909090909090909,194.796017517085,0.000101916564074078,"BIO",1,NA,"BIO"
"1duOrVIAAAAJ","GOPAL THINAKARAN ","BIO",55,93,1991,2016,125,14650,1525,6.313,7.704,0,0,33,9768674,1990,441,3,438,0.119638826185102,1641.45395917955,0.000145605533791127,"BIO",14,NA,"BIO"
"1fEZ_osAAAAJ","BABA C VEMURI ","CS",47,132,1983,2016,221,12159,3876,3.596,3.615,7,1988263,18,6938048,1980,411,7,404,0.228723404255319,2009.64334520009,0.000214287328922489,"CS",48,NA,"CS"
"1FwsujMAAAAJ","NICOLA LEE DELL ","CS",7,5,2010,2016,16,227,68,0,4.875,0,0,0,0,2010,55,2,53,0.0277777777777778,0,9.22777869955834e-05,"CS",6,NA,"CS"
"1hEE9ZsAAAAJ","FRANK MUELLER ","CS",47,138,1992,2016,195,8695,1475,0.894,3.369,16,5565141,0,0,1990,263,2,261,0.157608695652174,2214.66160225854,0.000117426464384038,"XD",48,NA,"CS"
"1HYDaVIAAAAJ","JAMES D ASPNES ","CS",31,59,1987,2017,87,5700,818,1.289,3.356,10,2156628,0,0,1985,326,8,318,0.12621359223301,4170.12987157305,0.000211683692883483,"CS",20,NA,"CS"
"1h_0s3wAAAAJ","SUSAN KAYE MCCONNELL ","BIO",57,81,1982,2016,80,11685,809,9.228,4.713,2,660148,37,14634953,1980,222,3,219,0.0931372549019608,776.041720064485,0.000154215436674484,"BIO",1,NA,"BIO"
"1jE4flwAAAAJ","DONALD ALVIN LEVIN ","BIO",66,189,1963,2016,189,14285,1074,3.776,1.64,1,337704,0,0,1960,111,8,103,0.123076923076923,5461.89074432609,0.000297217589065384,"BIO",30,NA,"BIO"
"1jjyaBYAAAAJ","BISTRA N DILKINA ","CS",11,12,2004,2016,28,352,55,1.71,4.036,1,0,0,0,2000,80,5,75,0.2,138.080700013828,0.000137347476500697,"CS",9,NA,"CS"
"1KRXBIwAAAAJ","LEONID REYZIN ","CS",31,50,1999,2016,62,6024,1966,1.363,3.355,7,6254205,0,0,1995,138,14,124,0.0571428571428571,1492.497025352,0.000304191279877795,"CS",48,NA,"CS"
"1kTPw60AAAAJ","ROBERT JOHN HOBSON ","BIO",11,12,2002,2012,12,614,201,6.537,6.833,0,0,0,0,2000,46,3,43,0.0930232558139535,12.8964366078803,0.000165787484228138,"BIO",55,NA,"BIO"
"1kwoMp0AAAAJ","M CENK CAVUSOGLU ","CS",28,53,1997,2016,66,2238,213,1.853,3.545,8,4159060,3,738161,1995,73,1,72,0.1125,0,7.00237920756e-05,"CS",70,NA,"CS"
"1LG-V8EAAAAJ","NANCY C EMERY ","BIO",12,15,2001,2016,24,510,215,4.055,4.25,2,18440,0,0,2000,68,4,64,0.0491803278688525,952.359760354998,0.00015711496514001,"BIO",30,NA,"BIO"
"1LUuMc8AAAAJ","ANDREA WERNECK RICHA ","CS",26,44,1995,2017,70,3166,1167,1.449,4.314,14,4295246,0,0,1995,213,7,206,0.123456790123457,1413.30130000573,0.000188207362570817,"CS",48,NA,"CS"
"1lvl_XYAAAAJ","SAVITHRAMMA P DINESH-KUMAR ","BIO",49,79,1992,2016,100,12450,1303,8.505,4.68,8,14233925,0,0,1990,407,6,401,0.151658767772512,2398.48285922935,0.000221114646136661,"BIO",19,NA,"BIO"
"1l_zPXQAAAAJ","CLAY FUQUA ","BIO",46,86,1995,2016,96,4985,339,4.298,4.729,0,0,0,0,1995,413,7,406,0.231759656652361,4792.02672350951,0.000239808026419151,"BIO",34,NA,"BIO"
"1mMmqs4AAAAJ","HONGWEI XI ","CS",23,32,1994,2016,51,2604,615,0.886,2.216,6,1924685,0,0,1990,63,1,62,0.0714285714285714,0,6.62270879778925e-05,"CS",48,NA,"CS"
"1MwNI3EAAAAJ","TIMOTHY R LEZON ","BIO",11,11,2004,2016,16,319,151,4.652,5.75,0,0,0,0,2000,113,3,110,0.240740740740741,91.1391210837926,0.000126918343330953,"BIO",42,NA,"BIO"
"1nr7TU0AAAAJ","BRANDON S GAUT ","BIO",69,128,1989,2016,135,19986,2126,10.192,5.17,11,5606184,0,0,1985,652,14,638,0.361031518624642,17617.8075770763,0.000399417842469292,"XD",34,2003,"BIO"
"1NtRHc4AAAAJ","L THORNE MCCARTY ","CS",22,32,1977,2015,36,1723,248,1.64,2.111,0,0,0,0,1975,30,2,28,0.675675675675676,304.180530332386,8.15839894142744e-05,"XD",34,2012,"CS"
"1OipGrkAAAAJ","LYNN S ADLER ","BIO",28,39,1995,2016,52,2143,371,3.598,3.404,10,1563283,0,0,1995,91,2,89,0.0410958904109589,92.0476762245784,0.00010599214065948,"BIO",55,NA,"BIO"
"1P6HeqQAAAAJ","YOUNG-SAM LEE ","BIO",11,11,1998,2015,13,1253,345,15.149,5.769,0,0,6,1069348,1995,89,2,87,0.152173913043478,50.276405718476,0.000100769713252658,"BIO",5,NA,"BIO"
"1pRIDP4AAAAJ","SUMEET KUMAR GUPTA ","CS",14,19,2005,2016,52,813,85,2.378,4.538,1,0,0,0,2005,113,3,110,0.113924050632911,54.4263958711137,0.000114245254839944,"CS",20,NA,"CS"
"1q4T4E4AAAAJ","JOERG BEWERSDORF ","BIO",33,53,1998,2016,85,3938,521,6.797,5.753,1,214636,8,1072052,1995,249,2,247,0.0995670995670996,64.5604839270986,0.000126877155086063,"BIO",7,NA,"BIO"
"1QnCveAAAAAJ","GANG FANG ","BIO",16,18,2002,2016,19,1056,275,8.64,13.474,0,0,7,1643604,2000,628,9,619,0.576576576576577,2810.08122069144,0.000241225436410748,"XD",68,NA,"BIO"
"1R-Pn34AAAAJ","SUSAN L FORSBURG ","BIO",38,68,1989,2016,77,3793,447,7.027,3.26,3,1073510,25,8105700,1985,94,0,94,0.0808080808080808,0,0,"BIO",55,NA,"BIO"
"1RdlZvQAAAAJ","MARK R CHRISTIE ","BIO",13,13,2009,2016,20,829,183,5.248,4.3,0,0,0,0,2005,43,1,42,0.1,0,0.000106326561476786,"BIO",55,NA,"BIO"
"1s3GeggAAAAJ","PHILIP A REA ","BIO",56,85,1982,2015,101,9588,535,6.325,4.386,6,1870631,0,0,1980,192,8,184,0.140625,12622.7966580781,0.000331289368037392,"XD",19,1992,"XD"
"1sBMvJIAAAAJ","LISA STOWERS ","BIO",19,21,1995,2016,19,3639,662,20.499,5.684,1,487370,0,0,1995,83,0,83,0.0909090909090909,0,0,"BIO",9,NA,"BIO"
"1sHiufgAAAAJ","ANDREW D CHISHOLM ","BIO",34,54,1989,2016,69,4210,483,10.065,5.116,4,293707,0,0,1985,285,3,282,0.103260869565217,131.934273709577,0.000152062353201058,"BIO",14,NA,"BIO"
"1SJPBDAAAAAJ","HANK CHILDS ","CS",19,35,2004,2016,65,1215,210,1.653,7.677,0,0,0,0,2000,312,12,300,0.203065134099617,8504.13862985364,0.000315459921131222,"XD",63,2010,"CS"
"1somGYUAAAAJ","MILTON H SAIER ","BIO",108,520,1967,2016,602,42065,3456,3.717,4.164,2,5585654,0,0,1965,693,14,679,0.129092609915809,25223.2496218001,0.000415493128932466,"XD",14,2007,"BIO"
"1T3wsnsAAAAJ","DAWN SYWASSINK LUTHE ","BIO",33,58,1973,2016,84,3498,257,4.302,4.81,7,4116339,0,0,1970,176,1,175,0.0919540229885057,0,8.90798481466333e-05,"BIO",42,NA,"BIO"
"1tBxBJUAAAAJ","BENHUR LEE ","BIO",50,109,1996,2016,128,9689,490,7.113,8.508,0,0,37,13092751,1995,416,5,411,0.114563106796117,5567.2456531348,0.000194581817368375,"XD",19,2006,"BIO"
"1UbzzQcAAAAJ","RAHUL SARPESHKAR ","BIO",45,89,1991,2016,141,7111,1225,4.889,3.121,5,4092736,2,971015,1990,108,4,104,0.424528301886792,4022.78060902249,0.000162839102356405,"XD",38,2000,"BIO"
"1UnT11UAAAAJ","PETER B SARGENT ","BIO",26,39,1972,2011,46,2792,557,5.914,3.196,1,411061,0,0,1970,29,0,29,0.0416666666666667,0,0,"BIO",7,NA,"BIO"
"1uX0rugAAAAJ","THOMAS P SAKMAR ","BIO",65,141,1979,2017,168,13588,736,7.287,5.125,0,0,9,301690,1975,253,4,249,0.0716510903426791,932.319593423078,0.000195729847614436,"BIO",14,NA,"BIO"
"1u_MQY8AAAAJ","JOHN HJ PETRINI ","BIO",50,87,1985,2016,99,13315,1163,12.362,6.374,1,9306,0,0,1985,397,5,392,0.144607843137255,4959.65664866183,0.000215488352531201,"XD",26,2008,"BIO"
"1ve3gzYAAAAJ","VICTORIA A BRAITHWAITE ","BIO",44,87,1991,2016,107,5577,481,2.997,3.607,0,0,0,0,1990,75,0,75,0.0414201183431953,0,0,"BIO",42,NA,"BIO"
"1vk3NxsAAAAJ","ANDREAS MATOUSCHEK ","BIO",40,55,1989,2016,64,7343,836,10.316,4.078,3,1794333,20,5201575,1985,98,3,95,0.0490196078431373,274.193611723145,0.000130529147966507,"BIO",30,NA,"BIO"
"1WIPsm0AAAAJ","MICHAEL JOSEPH RYAN ","BIO",75,238,1978,2016,282,18530,1160,5.843,2.943,35,15171779,26,2359741,1975,161,12,149,0.0423076923076923,9343.71986056517,0.000376241013860775,"XD",30,NA,"BIO"
"1wq5H9oAAAAJ","ROBERT A WEINBERG ","BIO",175,385,1967,2016,381,111054,5129,16.289,4.588,0,0,82,50509837,1965,649,12,637,0.148387096774194,12957.6654982455,0.000400839530771363,"XD",1,2013,"BIO"
"1X-MOE8AAAAJ","LIQUN LUO ","BIO",70,131,1992,2016,138,16116,1783,16.433,5.457,1,275999,42,13462753,1990,580,9,571,0.221606648199446,13353.8910671625,0.000391578705618172,"XD",1,2015,"BIO"
"1xfwEBAAAAAJ","AMELIA CLARE REGAN ","CS",29,56,1995,2016,87,2682,273,1.728,2.517,6,4595365,0,0,1995,118,2,116,0.160714285714286,68.1147303979609,9.53734392457865e-05,"CS",29,NA,"CS"
"1z3mv7EAAAAJ","LUBERT STRYER ","BIO",92,163,1959,2013,190,24818,1734,7.753,3.221,1,92005,0,0,1955,179,6,173,0.0844444444444444,1781.26614826922,0.000220128712778072,"BIO",1,NA,"BIO"
"1zmDOdwAAAAJ","CHRISTOPHER D MANNING ","CS",93,251,1992,2016,282,29230,1870,4.687,3.33,6,7425273,0,0,1990,347,12,335,0.167464114832536,6588.48136490706,0.00029981939348774,"XD",1,NA,"CS"
"1zWBSKEAAAAJ","AARON MICHAEL RING ","BIO",16,18,2007,2016,23,1398,276,16.457,11.174,0,0,4,115006,2005,218,3,215,0.178571428571429,218.926103561914,0.000134133515810501,"BIO",7,NA,"BIO"
"2-jY1SQAAAAJ","KEVIN J SULLIVAN ","CS",41,75,1988,2016,107,6227,551,1.617,3.963,10,3645371,0,0,1985,164,9,155,0.0804597701149425,4018.21848474024,0.000244091417685786,"CS",29,NA,"CS"
"206DEM0AAAAJ","JOEL T DUDLEY ","BIO",33,60,2006,2016,83,36145,28876,10.931,11.614,0,0,0,0,2005,737,20,717,0.303079416531605,10762.6136287203,0.000524892686850221,"XD",42,NA,"BIO"
"22aEccUAAAAJ","EDWARD C THERIOT ","BIO",33,69,1979,2016,87,2821,179,2.439,4.402,14,5259968,0,0,1975,265,5,260,0.2152466367713,1556.49654211408,0.000185990818636124,"XD",30,2013,"BIO"
"25pGNr8AAAAJ","DIANE C SLUSARSKI ","BIO",33,44,1990,2016,48,6497,819,9.001,8.458,0,0,0,0,1990,307,6,301,0.185344827586207,5619.48836338179,0.000248677115556311,"XD",55,2006,"BIO"
"26h2MnAAAAAJ","TIMOTHY E LINDQUIST ","CS",8,6,1983,2013,28,190,25,0.935,3.464,2,2106739,0,0,1980,17,2,15,0.0175438596491228,7732,0.000168113993836589,"CS",48,NA,"CS"
"27ytbx8AAAAJ","JAMES T KADONAGA ","BIO",77,123,1983,2017,122,19186,1575,12.109,4.107,6,1363320,53,15734162,1980,314,6,308,0.220183486238532,2634.18939599507,0.000201116812639661,"XD",14,2014,"BIO"
"28yZqbcAAAAJ","C JOEL MCMANUS ","BIO",13,13,2007,2016,16,611,190,7.783,5.75,0,0,0,0,2005,84,3,81,0.340425531914894,1127.60687699832,0.000111069849577388,"XD",42,NA,"BIO"
"2aMqJTgAAAAJ","GUY BRESLER ","CS",10,10,2008,2016,15,1122,324,1.64,2.667,1,161000,0,0,2005,12,2,10,0.0666666666666667,43.3268430105083,8.16526857881468e-05,"CS",1,NA,"CS"
"2aSu29oAAAAJ","ARDEM PATAPOUTIAN ","BIO",55,75,1990,2017,81,15779,1729,16.932,8.099,0,0,43,16584282,1990,267,2,265,0.0783132530120482,170.876671069085,0.000107101502207323,"BIO",9,NA,"BIO"
"2Ay8qC4AAAAJ","ANNE MOSCONA ","BIO",34,62,1986,2016,73,3341,390,6.885,5.438,0,0,38,13112651,1990,188,4,184,0.125786163522013,1643.09968383907,0.000175409931478858,"BIO",14,NA,"BIO"
"2b1nMvgAAAAJ","JIAN HUANG ","CS",22,32,1998,2014,52,1541,276,1.373,5.269,13,13206754,12,2473384,1995,831,30,801,0.712719298245614,56426.3060883203,0.000842328895799679,"XD",70,NA,"CS"
"2Bbi09MAAAAJ","TERRENCE G OAS ","BIO",36,57,1978,2016,72,5714,620,7.183,3.861,0,0,0,0,1975,153,6,147,0.125,1141.19843191396,0.000217248971009983,"BIO",11,NA,"BIO"
"2Bc3UN4AAAAJ","ROBERT T COLLINS ","CS",43,103,1987,2016,115,10330,1527,4.512,3.617,18,5030586,4,162349,1985,169,10,159,0.192857142857143,4640.12280658286,0.000276423075153558,"XD",29,NA,"CS"
"2CYhvK0AAAAJ","GEORGE H PERRY ","BIO",24,33,2005,2017,45,6990,3642,10.347,9.844,3,456420,11,11145264,2005,476,8,468,0.313380281690141,1282.78773468691,0.000237935199076133,"BIO",42,NA,"BIO"
"2C_5IhcAAAAJ","WILLIAM S BUSH ","BIO",19,36,2005,2016,68,1573,353,4.875,13.662,0,0,0,0,2005,430,7,423,0.266211604095563,1824.93760527779,0.000199589278827862,"XD",38,2014,"BIO"
"2dTrwzAAAAAJ","MICHAEL ANTHONY CASEY ","CS",28,44,1994,2015,64,2925,543,3.356,3.75,1,70638,0,0,1990,89,0,89,0.1,0,0,"CS",40,NA,"CS"
"2eM6GocAAAAJ","GIOVANNI VIGNA ","CS",66,157,1994,2016,205,18392,1678,1.406,4.912,13,5469430,0,0,1990,331,27,304,0.0736434108527132,15137.4152801377,0.000558474503739591,"CS",34,NA,"CS"
"2ewb-10AAAAJ","MARIA L GINI ","CS",36,118,1975,2016,238,5302,312,1.792,3.626,28,6409007,0,0,1975,135,8,127,0.076530612244898,2223.6907682483,0.00021859494270904,"CS",29,NA,"CS"
"2FbkAzYAAAAJ","MANUELA M VELOSO ","CS",74,343,1988,2017,514,22119,1332,2.291,3.089,8,4554726,0,0,1985,349,19,330,0.0966767371601208,16288.340611059,0.00048794816075945,"CS",1,NA,"CS"
"2ftJYXMAAAAJ","ROY HAROLD CAMPBELL ","CS",64,248,1974,2016,364,16689,1629,1.624,3.646,23,30396674,0,0,1970,439,21,418,0.122015915119363,22363.297313286,0.000473456207078387,"XD",5,2015,"CS"
"2G1KglQAAAAJ","JEAN TOBY GREENBERG ","BIO",39,53,1986,2016,57,7652,762,7.984,6.351,7,7335924,0,0,1985,251,4,247,0.0995670995670996,1392.64201283495,0.000136399763717609,"XD",14,2005,"BIO"
"2G5HJE0AAAAJ","JONATHAN P DAVIS ","BIO",23,39,1998,2016,62,1342,88,4.538,6.468,2,214208,0,0,1995,211,4,207,0.0774193548387097,1703.91236315975,0.000183608937583864,"BIO",42,NA,"BIO"
"2gggOEIAAAAJ","HESSAM S SARJOUGHIAN ","CS",28,76,1990,2016,137,2143,106,1.204,3.241,9,5980251,0,0,1990,156,1,155,0.111111111111111,0,6.68673113451443e-05,"CS",48,NA,"CS"
"2hemeGMAAAAJ","TIFFANY M BARNES ","CS",24,57,1995,2016,143,1970,123,0.959,3.993,17,11183366,0,0,1995,190,3,187,0.0677966101694915,231.85404207608,0.000107852637840611,"CS",48,NA,"CS"
"2hg5lYIAAAAJ","TAPAN K SARKAR ","CS",67,305,1967,2016,560,17464,1124,1.65,3.286,1,360545,0,0,1965,274,2,272,0.0687960687960688,0,9.04892770368856e-05,"CS",67,NA,"CS"
"2HR9-igAAAAJ","PETER ANDOLFATTO ","BIO",41,58,1992,2016,63,5711,537,8.859,4.667,5,455169,10,2144369,1990,310,12,298,0.408163265306122,12112.8392632146,0.000370919449050396,"XD",9,2013,"BIO"
"2i7uayYAAAAJ","DAVI GEIGER ","CS",30,53,1987,2016,81,4481,634,3.359,3.321,5,1686432,0,0,1985,173,7,166,0.317307692307692,2770.59117370428,0.00019302475012559,"XD",29,2010,"CS"
"2iu5LzQAAAAJ","BRIAN K HAMMER ","BIO",19,20,1994,2016,26,1792,598,4.582,4.192,4,3188479,0,0,1990,73,2,71,0.154929577464789,97.7397751053568,9.4392707819448e-05,"BIO",55,NA,"BIO"
"2i_mta4AAAAJ","COSMA ROHILLA SHALIZI ","CS",28,39,1999,2016,64,8163,4967,2.737,2.578,2,352868,0,0,1995,55,2,53,0.155172413793103,138.986497642391,0.000109790717186058,"XD",1,NA,"CS"
"2j4daMHxyBUC","ROBERT A CORNELL ","BIO",22,29,1994,2016,36,1737,217,6.555,10.806,1,497610,0,0,1990,363,6,357,0.416370106761566,6321.38036581861,0.000251819472296505,"XD",55,2015,"BIO"
"2JMaTKsAAAAJ","BEN LANGMEAD ","CS",19,20,2009,2016,23,16876,9288,13.433,5,0,0,0,0,2005,83,4,79,0.520833333333333,35.1772259340005,0.000121637548208675,"CS",28,NA,"CS"
"2jRpisYAAAAJ","AJAY D KSHEMKALYANI ","CS",23,41,1990,2016,98,2478,925,1.579,2.214,3,1920299,0,0,1990,73,2,71,0.108695652173913,21.8829063343272,8.19059303427876e-05,"CS",60,NA,"CS"
"2K2-QrMAAAAJ","NEIL J MCKENNA ","BIO",21,28,1995,2016,32,5776,1988,9.653,5.906,0,0,8,6452620,1995,109,1,108,0.136363636363636,0,6.14305779932054e-05,"BIO",25,NA,"BIO"
"2K2gtpsAAAAJ","LINDA EDWARDS GRAHAM ","BIO",30,63,1975,2016,70,3417,900,4.077,3.686,7,3065562,0,0,1975,68,1,67,0.0638297872340425,0,7.62301686794504e-05,"BIO",18,NA,"BIO"
"2kkddh0AAAAJ","BENJAMIN C PIERCE ","CS",57,134,1991,2016,139,11604,869,0.89,3.295,23,8935722,0,0,1990,167,7,160,0.056,1924.28519678008,0.000190890496623053,"CS",19,NA,"CS"
"2Kqxn2MAAAAJ","FELIX O YAROVINSKY ","BIO",30,39,2002,2016,38,3493,876,11.139,8.895,0,0,9,2296015,2000,205,4,201,0.106666666666667,1931.5547740009,0.000175627254351328,"BIO",68,NA,"BIO"
"2KR-hMsAAAAJ","SHIPENG WEI ","BIO",11,11,2009,2016,17,237,42,3.045,5.647,0,0,0,0,2005,53,1,52,0.188679245283019,0,5.99306087093558e-05,"XD",42,2013,"BIO"
